Player,Team,Number,Position,Height,Weight,Last Attended,Country
Daniel Gibson,CLE,1.0,G,6-2,200,Texas,USA
Dee Gibson,ATL,18.0,G,5-11,175,Western Kentucky,USA
Jonathan Gibson,DAL,3.0,G,6-2,185,New Mexico State,USA
Mel Gibson,LAL,15.0,G,6-3,180,Western Carolina,USA
Mike Gibson,DET,35.0,F,6-10,205,South Carolina Upstate,USA
Taj Gibson,WAS,67.0,F,6-9,232,Southern California,USA
Ward Gibson,WAT,,,,,Creighton,USA
J. R.Giddens,BOS,4.0,G,6-5,215,New Mexico,USA
Josh Giddey,OKC,3.0,G,6-8,216,NBA Global Academy,Australia
Trey Gilder,MEM,2.0,F,6-9,205,Northwestern State,USA
Harry Giles III,SAC,4.0,F-C,6-11,240,Duke,USA
Shai Gilgeous-Alexander,OKC,2.0,G,6-6,195,Kentucky,Canada
Anthony Gill,WAS,16.0,F,6-8,230,Virginia,USA
Eddie Gill,IND,4.0,G,6-0,190,Weber State,USA
Kendall Gill,BKN,13.0,G,6-5,216,Illinois,USA
Ben Gillery,SAC,50.0,C,7-0,235,Georgetown,USA
Collin Gillespie,DEN,21.0,G,6-1,195,Villanova,USA
Freddie Gillespie,ORL,,F,6-9,245,Baylor,USA
Gene Gillette,WAS,,,,,St. Mary's (CA),USA
Armen Gilliam,BKN,5.0,F,6-9,260,UNLV,USA
Herm Gilliam,ATL,3.0,G,6-3,190,Purdue,USA
Artis Gilmore,CHI,53.0,C,7-2,240,Jacksonville,USA
Walt Gilmore,POR,48.0,F,6-6,225,Fort Valley State,USA
Chuck Gilmur,CHS,,F,6-4,225,Washington,USA
Manu Ginobili,SAS,20.0,G,6-6,205,Virtus Bologna,Argentina
Gordan Giricek,UTA,2.0,G,6-6,220,CSKA Moscow,Croatia
Jack Givens,ATL,21.0,F,6-5,205,Kentucky,USA
Mickell Gladness,GSW,32.0,C,6-11,220,Alabama A&M,USA
George Glamack,JET,,C,6-6,225,North Carolina,USA
Gerald Glass,MIN,25.0,F,6-5,221,Mississippi,USA
Mike Glenn,ATL,10.0,G,6-2,175,Southern Illinois,USA
Norman Glick,LAL,20.0,F,6-6,190,Loyola-Marymount,USA
Georgi Glouchkov,PHX,16.0,F,6-8,235,Akademik Varna,Bulgaria
Clarence Glover,BOS,28.0,F,6-8,210,Western Kentucky,USA
Dion Glover,ATL,22.0,G,6-5,225,Georgia Tech,USA
Andreas Glyniadakis,OKC,35.0,C,7-1,280,AEK Athens,Greece
Mike Gminski,BKN,43.0,C,6-11,250,Duke,USA
Rudy Gobert,MIN,27.0,C,7-1,258,Cholet,France
Dan Godfread,MIN,35.0,F,6-10,250,Evansville,USA
Tom Gola,GSW,6.0,G,6-6,205,La Salle,USA
Ben Goldfaden,WAS,,F,6-1,185,George Washington,USA
Anthony Goldwire,DEN,5.0,G,6-2,182,Houston,USA
Ryan Gomes,MIN,15.0,F,6-7,245,Providence,USA
Glen Gondrezick,DEN,22.0,F,6-6,218,UNLV,USA
Grant Gondrezick,PHX,3.0,G,6-5,205,Pepperdine,USA
Drew Gooden,CLE,90.0,F,6-10,250,Kansas,USA
Gail Goodrich,LAL,25.0,G,6-1,170,UCLA,USA
Steve Goodrich,CHI,30.0,C,6-10,220,Princeton,USA
Archie Goodwin,PHX,10.0,G,6-5,205,Kentucky,USA
Brandon Goodwin,CLE,0.0,G,6-0,180,Florida Gulf Coast,USA
Jordan Goodwin,WAS,7.0,G,6-3,200,St. Louis,USA
Wilfred Goodwin,PRO,,F,6-2,203,St John's Prep HS (NY),USA
Aaron Gordon,DEN,50.0,F,6-8,235,Arizona,USA
Ben Gordon,CHI,7.0,G,6-3,205,Connecticut,USA
Drew Gordon,PHI,30.0,C-F,6-9,245,New Mexico,USA
Eric Gordon,LAC,10.0,G,6-3,215,Indiana,USA
Lancaster Gordon,LAC,4.0,G,6-3,185,Louisville,USA
Paul Gordon,BAL,,F,6-3,185,Notre Dame,USA
Marcin Gortat,WAS,13.0,C,6-11,240,RheinEnergie Cologne,Poland
Leo Gottlieb,NYK,9.0,G,5-11,180,DeWitt Clinton HS (NY),USA
Andrew Goudelock,LAL,0.0,G,6-3,200,College of Charleston,USA
Bato Govedarica,PHI,14.0,G,5-11,185,DePaul,USA
Joe Graboski,GSW,23.0,F,6-8,195,Tuley HS (IL),USA
Ricky Grace,ATL,15.0,G,6-1,180,Oklahoma,USA
Devonte' Graham,SAS,4.0,G,6-1,195,Kansas,USA
Greg Graham,PHI,21.0,G,6-4,182,Indiana,USA
Joey Graham,TOR,12.0,F,6-7,230,Oklahoma State,USA
Mal Graham,BOS,11.0,G,6-1,185,New York University,USA
Orlando Graham,GSW,44.0,F,6-8,220,Auburn-Montgomery,USA
Paul Graham,ATL,25.0,G,6-6,200,Ohio,USA
Stephen Graham,IND,26.0,G-F,6-6,215,Oklahoma State,USA
Treveon Graham,CHA,2.0,G-F,6-5,219,Virginia Commonwealth,USA
Jim Grandholm,DAL,50.0,C,7-0,235,South Florida,USA
Ronnie Grandison,BOS,20.0,F,6-6,220,New Orleans,USA
Danny Granger,IND,22.0,F-G,6-9,222,New Mexico,USA
Stewart Granger,CLE,11.0,G,6-3,190,Villanova,USA
Brian Grant,MIA,55.0,F-C,6-9,254,Xavier,USA
Bud Grant,LAL,20.0,F,6-3,195,Minnesota,USA
Gary Grant,LAC,14.0,G,6-3,185,Michigan,USA
Greg Grant,PHI,9.0,G,5-7,140,College of New Jersey,USA
Harvey Grant,WAS,44.0,F,6-9,225,Oklahoma,USA
Horace Grant,CHI,54.0,C,6-10,245,Clemson,USA
Jerami Grant,POR,9.0,F,6-8,210,Syracuse,USA
Jerian Grant,CHI,22.0,G,6-4,198,Notre Dame,USA
Josh Grant,GSW,11.0,F,6-9,223,Utah,USA
Paul Grant,UTA,45.0,C,7-0,245,Wisconsin,USA
Travis Grant,LAL,33.0,F,6-7,215,Kentucky State,USA
Donte Grantham,OKC,15.0,F,6-8,215,Clemson,USA
Don Grate,SHE,,G,6-2,185,Ohio State,USA
Butch Graves,CLE,10.0,F,6-3,200,Yale,USA
Hassani Gravett,ORL,12.0,G,6-2,187,South Carolina,USA
Aaron Gray,CHI,33.0,C,7-0,270,Pittsburgh,USA
Devin Gray,HOU,9.0,F,6-7,240,Clemson,USA
Ed Gray,ATL,22.0,G,6-3,210,California,USA
Evric Gray,BKN,2.0,F,6-7,235,UNLV,USA
Gary Gray,SAC,15.0,G,6-1,185,Oklahoma City,USA
Josh Gray,PHX,5.0,G,6-0,180,Louisiana State,USA
Leonard Gray,OKC,11.0,F,6-8,240,Long Beach State,USA
Stuart Gray,IND,40.0,C,7-0,235,UCLA,USA
Sylvester Gray,MIA,40.0,F,6-6,230,Memphis,USA
Wyndol Gray,BOS,4.0,G,6-1,175,Harvard,USA
Jeff Grayer,MIL,20.0,G,6-5,210,Iowa State,USA
Bob Greacen,MIL,18.0,F,6-7,206,Rutgers,USA
A. C.Green,LAL,45.0,F,6-9,225,Oregon State,USA
A JGreen,MIL,20.0,G,6-5,190,Northern Iowa,USA
Danny Green,CLE,14.0,G,6-6,215,North Carolina,USA
Devin Green,LAL,,G-F,6-7,212,Hampton,USA
Draymond Green,GSW,23.0,F,6-6,230,Michigan State,USA
Erick Green,DEN,11.0,G,6-4,185,Virginia Tech,USA
Gerald Green,BOS,14.0,G-F,6-7,205,No College,USA
Ja MychalGreen,GSW,1.0,F-C,6-9,227,Alabama,USA
Jalen Green,HOU,4.0,G,6-4,186,NBA G League Ignite,USA
Javonte Green,CHI,24.0,G,6-5,205,Radford,USA
Jeff Green,DEN,32.0,F,6-8,235,Georgetown,USA
Johnny Green,NYK,20.0,F,6-5,200,Michigan State,USA
Josh Green,DAL,8.0,G,6-7,200,Arizona,Australia
Ken Green,NYK,3.0,F,6-8,215,Texas-Pan American,USA
Kenny Green,PHI,21.0,G,6-6,210,Wake Forest,USA
Lamar Green,PHX,16.0,F,6-7,210,Morehead State,USA
Litterial Green,ORL,9.0,G,6-1,195,Georgia,USA
Luther Green,PHI,25.0,F,6-7,190,Long Island-Brooklyn,USA
Mike Green,SAS,23.0,C,6-10,200,Louisiana Tech,USA
Rickey Green,UTA,13.0,G,6-0,170,Michigan,USA
Sean Green,IND,30.0,G,6-5,210,Iona,USA
Si Green,WAS,28.0,G,6-2,185,Duquesne,USA
Sidney Green,CHI,21.0,F,6-9,220,UNLV,USA
Steve Green,IND,24.0,F,6-7,220,Indiana,USA
Taurean Green,DEN,0.0,G,6-0,177,Florida,USA
Tommy Green,UTA,14.0,G,6-2,185,Southern,USA
Willie Green,PHI,34.0,G,6-3,205,Detroit,USA
Donte Greene,SAC,13.0,F,6-11,226,Syracuse,USA
Orien Greene,BOS,5.0,G,6-4,208,Louisiana-Lafayette,USA
Jerry Greenspan,PHI,22.0,F,6-5,195,Maryland,USA
David Greenwood,CHI,33.0,F,6-9,222,UCLA,USA
Hal Greer,PHI,15.0,G,6-2,175,Marshall,USA
Lynn Greer,MIL,3.0,G,6-2,175,Temple,USA
Gary Gregor,POR,9.0,F,6-7,225,South Carolina,USA
Claude Gregory,LAC,43.0,F,6-8,205,Wisconsin,USA
John Greig,OKC,22.0,F,6-7,215,Oregon,USA
Norm Grekin,GSW,,F,6-5,180,La Salle,USA
Kevin Grevey,WAS,35.0,G,6-5,210,Kentucky,USA
A JGriffin,ATL,14.0,F,6-6,220,Duke,USA
Adrian Griffin,DAL,44.0,G-F,6-5,230,Seton Hall,USA
Blake Griffin,BOS,91.0,F,6-9,250,Oklahoma,USA
Eddie Griffin,MIN,41.0,C,6-10,240,Seton Hall,USA
Greg Griffin,PHX,25.0,F,6-7,190,Idaho State,USA
Paul Griffin,SAS,30.0,F,6-9,205,Western Michigan,USA
Taylor Griffin,PHX,32.0,F,6-7,238,Oklahoma,USA
Darrell Griffith,UTA,35.0,G,6-4,190,Louisville,USA
Chuck Grigsby,NYK,17.0,G,6-5,190,Dayton,USA
Quentin Grimes,NYK,6.0,G,6-5,210,Houston,USA
Derek Grimm,SAC,54.0,F,6-9,230,Missouri,USA
George Grimshaw,PRO,,G,6-1,185,Brown,USA
Dick Groat,DET,5.0,G,5-11,180,Duke,USA
Bob Gross,POR,30.0,F,6-6,200,Long Beach State,USA
Jerry Grote,LAL,32.0,G,6-4,215,Loyola-Marymount,USA
Alex Groza,INO,,C,6-7,218,Kentucky,USA
Anthony Grundy,ATL,16.0,G,6-3,185,North Carolina State,USA
Ernie Grunfeld,NYK,18.0,G,6-6,210,Tennessee,USA
Gene Guarilia,BOS,20.0,F,6-5,220,George Washington,USA
Petur Gudmundsson,SAS,35.0,C,7-2,260,Washington,USA
Marko Guduric,MEM,23.0,G,6-6,201,Fenerbahce,Serbia
Richie Guerin,NYK,19.0,G,6-4,195,Iona,USA
Tom Gugliotta,PHX,7.0,F,6-10,250,North Carolina State,USA
Andres Guibert,MIN,51.0,C,6-10,225,Cantera Instituto,Cuba
Jay Guidinger,CLE,54.0,C,6-10,255,Minnesota-Duluth,USA
Coulby Gunther,PIT,,F,6-4,190,Boston College,USA
Dave Gunther,GSW,11.0,F,6-7,190,Iowa,USA
Al Guokas,DN,,,,,St. Joseph's (PA),USA
Matt Guokas,PHI,10.0,G,6-6,175,St. Joseph's (PA),USA
Matt Guokas,GSW,,G,6-3,195,St. Joseph's (PA),USA
Jorge Gutierrez,BKN,12.0,G,6-3,189,California,Mexico
Kyle Guy,MIA,7.0,G,6-1,167,Virginia,USA
A. J.Guyton,CHI,11.0,G,6-2,185,Indiana,USA
Seung- JinHa,POR,5.0,C,7-3,305,Yonsei,South Korea
Rui Hachimura,LAL,28.0,F,6-8,230,Gonzaga,Japan
Rudy Hackett,IND,45.0,F,6-9,210,Syracuse,USA
Hamed Haddadi,MEM,98.0,C,7-2,265,Saba Battery,Iran
Scott Haffner,MIA,4.0,G,6-3,180,Evansville,USA
Cliff Hagan,ATL,16.0,F,6-4,210,Kentucky,USA
Glenn Hagan,DET,10.0,G,6-0,170,St. Bonaventure,USA
Ashton Hagans,MIN,22.0,G-F,6-3,190,Kentucky,USA
Bob Hahn,CHS,,C,6-10,240,North Carolina State,USA
Al Hairston,OKC,25.0,G,6-1,170,Bowling Green,USA
Happy Hairston,LAL,52.0,F,6-7,225,New York University,USA
Lindsay Hairston,DET,45.0,F,6-7,180,Michigan State,USA
Malik Hairston,SAS,1.0,G,6-6,220,Oregon,USA
P JHairston,CHA,19.0,F-G,6-6,230,North Carolina,USA
Marcus Haislip,MIL,12.0,F,6-10,230,Tennessee,USA
Chuck Halbert,BAL,,C,6-9,225,West Texas A&M,USA
Harvey Halbrook,PHI,11.0,C,7-3,235,Oregon State,USA
Bruce Hale,INO,35.0,G,6-1,170,Santa Clara,USA
Jack Haley,BKN,54.0,C,6-10,242,UCLA,USA
Tyrese Haliburton,IND,0.0,G,6-5,185,Iowa State,USA
Shaler Halimon,POR,11.0,G,6-5,199,Utah State,USA
Devon Hall,OKC,14.0,G,6-5,215,Virginia,USA
Donta Hall,ORL,45.0,F,6-9,229,Alabama,USA
Jordan Hall,SAS,55.0,G,6-7,215,St. Joseph's (PA),USA
Josh Hall,OKC,15.0,F,6-9,190,Moravian Prep (NC),USA
Mike Hall,WAS,42.0,F,6-8,230,George Washington,USA
Tyler Hall,DAL,9.0,G,6-4,209,Montana State,USA
Jeff Halliburton,ATL,42.0,G,6-5,193,Drake,USA
Darvin Ham,MIL,8.0,F-G,6-7,240,Texas Tech,USA
Steve Hamer,BOS,42.0,C,7-0,245,Tennessee,USA
Dale Hamilton,WAT,,G,6-0,180,Franklin,USA
Daniel Hamilton,ATL,25.0,G-F,6-7,195,UCONN,USA
Dennis Hamilton,LAL,12.0,F,6-8,210,Arizona State,USA
Jordan Hamilton,DEN,25.0,G-F,6-7,220,Texas-Austin,USA
Justin Hamilton,BKN,41.0,C,7-0,255,Louisiana State,USA
Ralph Hamilton,JET,,,,,Indiana,USA
Richard Hamilton,DET,32.0,G,6-7,193,Connecticut,USA
Roylee Hamilton,DET,23.0,G,6-2,180,UCLA,USA
Steve Hamilton,LAL,30.0,F,6-6,190,Morehead State,USA
Tang Hamilton,MIA,5.0,F,6-8,205,Mississippi State,USA
Thomas Hamilton,HOU,55.0,C,7-2,330,Pittsburgh,USA
Zendon Hamilton,DEN,42.0,C,6-11,240,St. John's (NY),USA
Geert Hammink,ORL,43.0,F-C,7-0,262,Louisiana State,Netherlands
Tom Hammonds,DEN,20.0,F,6-9,225,Georgia Tech,USA
A JHammons,DAL,20.0,C,7-0,260,Purdue,USA
R. J.Hampton,DET,14.0,G,6-4,175,New Zealand Breakers,USA
Darrin Hancock,CHA,35.0,F,6-7,205,Kansas,USA
Ben Handlogten,UTA,44.0,C,6-10,240,Western Michigan,USA
Cecil Hankins,BOM,5.0,G,6-1,175,Oklahoma State,USA
Phil Hankinson,BOS,20.0,F,6-8,195,Pennsylvania,USA
Dusty Hannahs,MEM,,G,6-3,210,Arkansas,USA
Alex Hannum,SAC,33.0,F,6-7,210,Southern California,USA
Don Hanrahan,INO,,F,6-7,200,Loyola-Chicago,USA
Rollen Hans,BAL,,G,6-2,210,Long Island-Brooklyn,USA
Ben Hansbrough,IND,23.0,G,6-3,203,Notre Dame,USA
Tyler Hansbrough,IND,50.0,F,6-9,250,North Carolina,USA
Bob Hansen,UTA,20.0,G,6-6,190,Iowa,USA
Glenn Hansen,SAC,20.0,G,6-4,205,Louisiana State,USA
Lars Hansen,OKC,22.0,C,6-10,225,Washington,USA
Travis Hansen,ATL,6.0,G-F,6-6,205,Brigham Young,USA
Reggie Hanson,BOS,34.0,F,6-8,195,Kentucky,USA
Bill Hanzlik,DEN,24.0,F,6-7,185,Notre Dame,USA
Luke Harangody,CLE,44.0,F,6-7,245,Notre Dame,USA
Anfernee Hardaway,ORL,1.0,G-F,6-7,215,Memphis,USA
Tim Hardaway,GSW,10.0,G,6-0,195,Texas-El Paso,USA
Tim Hardaway Jr.,DAL,11.0,G-F,6-5,205,Michigan,USA
James Harden,PHI,1.0,G,6-5,220,Arizona State,USA
Reggie Harding,DET,17.0,C,7-0,249,Eastern HS (MI),USA
Charlie Hardnett,WAS,23.0,F,6-8,225,Grambling,USA
Alan Hardy,DET,24.0,G,6-6,195,Michigan,USA
Jaden Hardy,DAL,3.0,G,6-3,198,NBA G League Ignite,USA
James Hardy,UTA,11.0,F,6-8,220,San Francisco,USA
John Hargis,AND,9.0,G,6-2,180,Texas-Austin,USA
Maurice Harkless,SAC,8.0,F-G,6-7,220,St. John's (NY),USA
Jerry Harkness,NYK,21.0,G,6-2,175,Loyola-Chicago,USA
Skip Harlicka,ATL,21.0,G,6-1,185,South Carolina,USA
Jerome Harmon,PHI,40.0,G,6-4,190,Louisville,USA
Derek Harper,DAL,12.0,G,6-4,206,Illinois,USA
Jared Harper,NOP,2.0,G,5-10,175,Auburn,USA
Justin Harper,ORL,32.0,F-C,6-10,225,Richmond,USA
Mike Harper,POR,32.0,C,6-10,195,North Park,USA
Ron Harper,CHI,4.0,G,6-6,215,Miami (Ohio),USA
Ron Harper Jr.,TOR,8.0,F,6-5,245,Rutgers,USA
Matt Harpring,UTA,15.0,F,6-7,230,Georgia Tech,USA
Montrezl Harrell,PHI,5.0,F-C,6-7,240,Louisville,USA
Josh Harrellson,NYK,55.0,F-C,6-10,275,Kentucky,USA
Adam Harrington,DAL,21.0,G,6-5,200,Auburn,USA
Al Harrington,IND,7.0,F,6-9,245,St. Patrick HS (NJ),USA
Junior Harrington,DEN,10.0,G,6-4,190,Wingate,USA
Othella Harrington,NYK,24.0,F-C,6-9,235,Georgetown,USA
Art Harris,PHX,23.0,G,6-4,185,Stanford,USA
Bernie Harris,LAC,34.0,F,6-10,200,Virginia Commonwealth,USA
Bob Harris,BOS,13.0,F,6-7,195,Oklahoma State,USA
Chris Harris,SAC,3.0,G,6-3,190,Dayton,USA
Devin Harris,DAL,34.0,G,6-3,185,Wisconsin,USA
Elias Harris,LAL,2.0,F,6-8,239,Gonzaga,Germany
Gary Harris,ORL,14.0,G,6-4,210,Michigan State,USA
Jalen Harris,NYK,0.0,G,6-5,195,Nevada,USA
Joe Harris,BKN,12.0,G-F,6-6,220,Virginia,USA
Kevon Harris,ORL,7.0,G,6-6,216,Stephen F. Austin,USA
Lucious Harris,BKN,12.0,G,6-5,205,Long Beach State,USA
Manny Harris,CLE,6.0,G,6-5,185,Michigan,USA
Mike Harris,HOU,33.0,F,6-6,235,Rice,USA
Steve Harris,HOU,20.0,G,6-5,195,Tulsa,USA
Terrel Harris,MIA,12.0,G,6-4,190,Oklahoma State,USA
Tobias Harris,PHI,12.0,F,6-7,226,Tennessee,USA
Tony Harris,BOS,43.0,G,6-3,190,New Orleans,USA
Aaron Harrison,CHA,9.0,G,6-6,210,Kentucky,USA
Andrew Harrison,MEM,5.0,G,6-6,213,Kentucky,USA
Bob Harrison,LAL,3.0,G,6-1,190,Michigan,USA
David Harrison,IND,13.0,C,7-0,280,Colorado,USA
Shaquille Harrison,LAL,3.0,G,6-7,190,Tulsa,USA
Jason Hart,SAC,6.0,G,6-3,180,Syracuse,USA
Josh Hart,NYK,3.0,G,6-4,215,Villanova,USA
Isaiah Hartenstein,NYK,55.0,C-F,7-0,250,Zalgiris,Germany
Antonio Harvey,LAL,4.0,F-C,6-11,250,Pfeiffer,USA
Donnell Harvey,DEN,4.0,F,6-8,220,Florida,USA
Kenny Hasbrouck,MIA,4.0,G,6-3,190,Siena,USA
Scott Haskin,IND,43.0,F,6-11,250,Oregon State,USA
Clem Haskins,PHX,14.0,G,6-3,195,Western Kentucky,USA
Udonis Haslem,MIA,40.0,F,6-7,235,Florida,USA
Trenton Hassell,MIN,44.0,F-G,6-5,227,Austin Peay,USA
Billy Hassett,LAL,8.0,G,5-10,180,Notre Dame,USA
Joey Hassett,OKC,10.0,G,6-5,180,Providence,USA
Scott Hastings,ATL,10.0,F,6-10,235,Arkansas,USA
Kirk Haston,CHA,35.0,F,6-9,242,Indiana,USA
Vern Hatton,GSW,17.0,G,6-3,195,Kentucky,USA
Sam Hauser,BOS,30.0,F,6-7,217,Virginia,USA
John Havlicek,BOS,17.0,F,6-5,203,Ohio State,USA
Spencer Hawes,PHI,0.0,F-C,7-1,245,Washington,USA
Steve Hawes,ATL,10.0,C,6-9,220,Washington,USA
Connie Hawkins,PHX,42.0,F,6-8,210,Iowa,USA
Hersey Hawkins,PHI,33.0,G,6-3,200,Bradley,USA
Juaquin Hawkins,HOU,29.0,F,6-7,205,Long Beach State,USA
Marshall Hawkins,INO,,F,6-3,205,Tennessee,USA
Michael Hawkins,BOS,7.0,G,6-0,178,Xavier,USA
Robert Hawkins,BKN,11.0,G,6-4,190,Illinois State,USA
Tom Hawkins,LAL,33.0,F,6-5,210,Notre Dame,USA
Nate Hawthorne,PHX,32.0,G,6-4,190,Southern Illinois,USA
Chuck Hayes,HOU,44.0,C-F,6-6,240,Kentucky,USA
Elvin Hayes,WAS,11.0,F,6-9,235,Houston,USA
Jarvis Hayes,WAS,22,F,6-8,228,Georgia,USA
Jaxson Hayes,NOP,10,C-F,7-0,220,Texas,USA
Killian Hayes,DET,7,G,6-5,195,Ratiopharm Ulm,France
Nigel Hayes,SAC,40,F,6-7,254,Wisconsin,USA
Steve Hayes,CLE,50,C,7-0,205,Idaho State,USA
Gordon Hayward,CHA,20,F,6-7,225,Butler,USA
Lazar Hayward,MIN,11,F,6-6,225,Marquette,USA
Brendan Haywood,WAS,33,C,7-0,263,North Carolina,USA
Spencer Haywood,OKC,24,F,6-8,225,Detroit,USA
John  W.Hazen,BOS,3-10,G,6-2,172,Indiana State,USA
Walt Hazzard,ATL,42,G,6-2,185,UCLA,USA
Luther Head,HOU,13,G,6-3,185,Illinois,USA
Shane Heal,MIN,10,G,6-0,180,Sydney Kings,Australia
Brian Heaney,WAS,11,G,6-2,180,Acadia (CAN),USA
Garfield Heard,PHX,24,F,6-6,219,Oklahoma,USA
Reggie Hearn,DET,38,G,6-5,210,Northwestern,USA
Herm Hedderick,NYK,14,G,6-5,170,Canisius,USA
Alvin Heggs,HOU,55,F,6-8,225,Texas-Austin,USA
Tom Heinsohn,BOS,15,F,6-7,218,Holy Cross,USA
Dick Hemric,BOS,20,F,6-6,220,Wake Forest,USA
Alan Henderson,ATL,44,F-C,6-9,240,Indiana,USA
Cedric Henderson,CLE,45,F,6-7,225,Memphis,USA
Cedric Henderson,ATL,,F,6-8,210,Georgia,USA
Dave Henderson,PHI,3,G,6-5,195,Duke,USA
Gerald Henderson,BOS,12,G,6-2,175,Virginia Commonwealth,USA
Gerald Henderson,CHA,12,G,6-5,215,Duke,USA
J. R.Henderson,MEM,52,F,6-8,233,UCLA,USA
Jerome Henderson,MIL,40,F,6-11,230,New Mexico,USA
Kevin Henderson,GSW,12,G,6-4,195,California State-Fullerton,USA
Tom Henderson,HOU,6,G,6-3,190,Hawaii,USA
Mark Hendrickson,SAC,42,F,6-9,220,Washington State,USA
Larry Hennessy,GSW,4,G,6-3,185,Villanova,USA
Don Henriksen,SAC,12,F,6-7,225,California,USA
Aaron Henry,PHI,50,F,6-5,210,Michigan State,USA
Al Henry,PHI,26,C,6-9,190,Wisconsin,USA
Bill Henry,DET,16,C,6-9,215,Rice,USA
Carl Henry,SAC,11,G,6-6,205,Kansas,USA
Conner Henry,BOS,,G,6-7,195,California-Santa Barbara,USA
Myke Henry,MEM,4,F,6-6,210,DePaul,USA
Skeeter Henry,PHX,4,G,6-7,190,Oklahoma,USA
Xavier Henry,NOP,7,F-G,6-6,220,Kansas,USA
John Henson,MIL,31,F-C,6-9,219,North Carolina,USA
Steve Henson,MIL,12,G,6-1,180,Kansas State,USA
Bill Herman,DN,,G,6-3,170,Mount Union,USA
Clarence Hermsen,BOS,10,C,6-9,225,Minnesota,USA
Dewan Hernandez,TOR,20,C-F,6-10,235,Miami (FL),USA
Juancho Hernangomez,TOR,41,F,6-9,214,Estudiantes,Spain
Willy Hernangomez,NOP,9,C-F,6-11,250,Cajasol Sevilla,Spain
Chris Herren,DEN,12,G,6-2,190,Fresno State,USA
Carl Herrera,HOU,21,F,6-9,225,Houston,USA
Walter Herrmann,DET,5.0,F,6-9,225,Malaga,Argentina
Tyler Herro,MIA,14.0,G,6-5,195,Kentucky,USA
Keith Herron,DET,15.0,G,6-6,195,Villanova,USA
Sidney Hertzberg,BOS,4.0,G,5-10,175,City College of New York,USA
Kevin Hervey,OKC,15.0,F,6-9,230,Texas-Arlington,USA
Fred Hetzel,GSW,30.0,F,6-8,220,Davidson,USA
Bill Hewitt,DET,31.0,F,6-7,210,Southern California,USA
Jack Hewson,BOS,17.0,F,6-6,195,Temple,USA
Art Heyman,NYK,35.0,G,6-5,205,Duke,USA
Mario Hezonja,ORL,44.0,F-G,6-8,220,FC Barcelona,Croatia
Roy Hibbert,IND,34.0,C,7-2,270,Georgetown,USA
Matthew Hickey,PRO,,G,5-11,180,Hoboken HS (NJ),USA
Isaiah Hicks,NYK,4.0,F,6-9,230,North Carolina,USA
Phil Hicks,CHI,55.0,F,6-7,205,Tulane,USA
J JHickson,CLE,21.0,C-F,6-9,242,North Carolina State,USA
Buddy Hield,IND,24.0,G,6-4,220,Oklahoma,Bahamas
Cory Higgins,CHA,11.0,G,6-5,180,Colorado,USA
Mike Higgins,SAC,32.0,F,6-9,220,Northern Colorado,USA
Rod Higgins,GSW,32.0,F,6-7,200,Fresno State,USA
Sean Higgins,BKN,9.0,G-F,6-9,215,Michigan,USA
Kenny Higgs,DEN,1.0,G,6-0,180,Louisiana State,USA
Johnny High,PHX,11.0,G,6-3,185,Nevada-Reno,USA
Haywood Highsmith,MIA,24.0,F,6-5,220,Wheeling Jesuit,USA
Wayne Hightower,GSW,12.0,F,6-8,192,Kansas,USA
,DEN,42.0,C-F,6-11,250,Vasco de Gama,Brazil
Armond Hill,ATL,24.0,G,6-4,190,Princeton,USA
Cleo Hill,ATL,24.0,G,6-1,185,Winston-Salem State,USA
Gary Hill,GSW,20.0,G,6-4,185,Oklahoma City,USA
George Hill,IND,7.0,G,6-4,188,Indiana-Purdue Indianapolis,USA
Grant Hill,DET,33.0,F,6-8,225,Duke,USA
Herbert Hill,PHI,35.0,F-C,6-10,240,Providence,USA
Jordan Hill,LAL,27.0,F-C,6-10,240,Arizona,USA
Malcolm Hill,CHI,14.0,F,6-6,220,Illinois,USA
Solomon Hill,ATL,18.0,F,6-6,226,Arizona,USA
Steven Hill,OKC,51.0,C,7-0,245,Arkansas,USA
Tyrone Hill,CLE,32.0,F,6-9,250,Xavier,USA
Art Hillhouse,GSW,18.0,C,6-7,220,Long Island-Brooklyn,USA
Darrun Hilliard,DET,24.0,G,6-6,220,Villanova,USA
Darnell Hillman,IND,30.0,F,6-9,215,San Jose State,USA
Fred Hilton,LAC,32.0,G,6-3,185,Grambling,USA
Kirk Hinrich,CHI,12.0,G,6-4,190,Kansas,USA
Roy Hinson,CLE,6.0,C,6-9,210,Rutgers,USA
Nate Hinton,CLE,14.0,G-F,6-5,210,Houston,USA
Mel Hirsch,BOS,3.0,G,5-6,165,Brooklyn,USA
Lew Hitch,LAL,14.0,F,6-8,200,Kansas State,USA
Robert Hite,MIA,,G,6-2,184,Miami,USA
Jaylen Hoard,OKC,8.0,F,6-8,216,Wake Forest,France
Darington Hobson,MIL,11.0,G,6-7,210,New Mexico,USA
Donald Hodge,DAL,35.0,F,7-0,230,Temple,USA
Julius Hodge,DEN,32.0,G,6-7,210,North Carolina State,USA
Craig Hodges,MIL,14,G,6-2,190,Long Beach State,USA
Adolph Hoefer,BOS,3,G,5-9,158,Queens,USA
"Bear,  The BodyHoffman",BAL,14,G,6-2,195,Purdue,USA
Bob Hogsett,DET,20,F,6-7,230,Tennessee,USA
